,Unnamed: 0,Application Number,Orig Funding Request,Cmtd Funding Request,Consulting Firm's Name,Consulting Firm's Email,Applicant Type,Applicant City,Applicant State,Orig Discount,Cmtd Discount,Service Type,Function,funding_gap
145086,145086,170074511,1440,1440,Garber Consulting Group Llc,melissa@garbercg.com,School,ALBANY ,NY,40 %,40 %,Managed Internal Broadband Services,Existing Equipment,0
160990,160990,170077238,83,83,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,DELHI,NY,10 %,10 %,Internet Access And/Or Telecommunications,Cellular Voice,0
97798,97798,170049337,74280,18500,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Dark Fiber,55780
191567,191567,170071344,1109,1109,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,RYE`,NY,50 %,50 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
99905,99905,170049337,558,0,,,Consortium,West Seneca,NY,50 %,50 %,Internal Connections,Switches,558
102661,102661,170049337,4687,4572,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Dark Fiber,115
141493,141493,170071849,1343,1343,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,80 %,80 %,Basic Maintenance Of Internal Connections,Wap,0
156653,156653,170047826,21728,21728,"E2e Exchange, Llc",sdp@erateexchange.com,School District,WEST NYACK,NY,80 %,80 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
173888,173888,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,580
182706,182706,170066724,5443,5443,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
128432,128432,170047880,8060,8060,"E2e Exchange, Llc",sdp@erateexchange.com,School,ROCHESTER,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Wireless Controller,0
130399,130399,170076895,3643,0,Gold Consulting Team,info@goldconsultingteam.com,School,BROOKLYN,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,3643
161629,161629,170047868,613,613,"E2e Exchange, Llc",sdp@erateexchange.com,School District,SCARSDALE,NY,20 %,20 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
115293,115293,170055888,84720,84720,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,51 %,51 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
194298,194298,170065188,118476,93060,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,25416
151719,151719,170076977,8823,0,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,60 %,80 %,Internal Connections,Firewall Service And Components,8823
150769,150769,170049271,1707,1707,Erie 1 Boces E-Rate Consultants,pdoyle.1@e1b.org,School District,PRATTSBURGH,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
196094,196094,170048419,2889,2889,"E-Rate Elite Services, Inc.",clenhardt@erateelite.com,School District,BRONX,NY,85 %,85 %,Basic Maintenance Of Internal Connections,Switches,0
169122,169122,170075436,4516,4516,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,0
102696,102696,170049337,4687,4572,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Dark Fiber,115
132697,132697,170071342,7902,7902,,,School,GLEN SPEY,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
94848,94848,170049337,782,0,,,Consortium,West Seneca,NY,70 %,70 %,Internet Access And/Or Telecommunications,Lit Fiber Service,782
101336,101336,170049337,614,613,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Lit Fiber Service,1
93907,93907,170049337,49219,49178,,,Consortium,West Seneca,NY,60 %,60 %,Internet Access And/Or Telecommunications,Dark Fiber,41
105850,105850,170069392,41024,0,,,School District,MEXICO,NY,80 %,80 %,Internal Connections,Wap,41024
103541,103541,170069392,26662,26662,,,Consortium,SYRACUSE,NY,40 %,40 %,Internal Connections,"Antennas, Connectors, And Related Components",0
118125,118125,170056094,5443,5443,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40 %,40 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
130628,130628,170053738,1088,1088,E-Rate Advantage,rjs@erateadvantage.com,School,WOODSIDE,NY,80 %,80 %,Internet Access And/Or Telecommunications,Cellular Voice,0
93558,93558,170049337,49033,0,,,Consortium,West Seneca,NY,60 %,60 %,Internal Connections,Wap,49033
175888,175888,170075436,22773,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,22773
143689,143689,170077834,34595,34595,E-Rate Advantage,rjs@erateadvantage.com,School,BRONX,NY,85 %,85 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
107882,107882,170074284,69864,68870,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,ALBANY,NY,71 %,70 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",994
94846,94846,170049337,782,0,,,Consortium,West Seneca,NY,70 %,70 %,Internal Connections,Wireless Controller,782
133879,133879,160013883,6289,0,,,School,BROOKLYN,NY,85 %,85 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,6289
97685,97685,170049337,74393,0,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Dark Fiber,74393
151005,151005,170047337,44552,44552,"E2e Exchange, Llc",sdp@erateexchange.com,School District,CHAPPAQUA,NY,40 %,40 %,Basic Maintenance Of Internal Connections,Router,0
97750,97750,170049337,74280,18500,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,55780
110903,110903,170065667,146,146,,,School District,PULASKI,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
179929,179929,170072384,8461,8461,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,BEACON,NY,40 %,40 %,Internal Connections,Router,0
101524,101524,170049337,7831,7831,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
100245,100245,170049337,2258,2052,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",206
138966,138966,170072650,408,0,"Erateprogram, Llc",rsenturia@erateprogram.com,School,BRONX,NY,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,408
183751,183751,170057232,4320,4320,,,School District,BROOKLYN,NY,30 %,30 %,Internal Connections,Router,0
159267,159267,170064953,1872,1871,E-Rate Central,whimsworth@e-ratecentral.com,School District,COXSACKIE,NY,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",1
180289,180289,170073641,284,284,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,MORRISTOWN,NY,20 %,20 %,Internal Connections,"Antennas, Connectors, And Related Components",0
189196,189196,170075098,13942,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internal Connections,Caching,13942
111865,111865,170065667,200,200,,,Consortium,SYRACUSE,NY,10 %,10 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
191985,191985,170077944,27580,12032,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CLAYTON,NY,70 %,70 %,Internet Access And/Or Telecommunications,Cellular Voice,15548
97923,97923,170049337,56985,56985,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
175946,175946,170075436,22773,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,22773
166414,166414,170065054,2825,2825,Gv/Wfl Educational Technology Service,mraes@edutech.org,School District,RUSHVILLE,NY,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
114612,114612,170062031,22506,22506,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
171157,171157,170075436,4962,4962,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Wireless Controller,0
185193,185193,170081560,10389,10389,E-Rate Central,whimsworth@e-ratecentral.com,School District,west chazy,NY,80 %,80 %,Internal Connections,Wap,0
133577,133577,170062341,2400,0,Teletech Associates Inc,john@teletechassociates.com,School,FLORAL PARK,NY,40 %,40 %,Internal Connections,Ups/Battery Backup,2400
126367,126367,170052859,5553,5553,Schooley Mitchell,glowry1@gmail.com,School,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
124851,124851,170062063,9000,9000,E-Rate Consulting Llc,richard@erateconsulting.org,School,GLEN COVE,NY,50 %,50 %,Internal Connections,Cabling,0
137081,137081,170051439,31860,31860,,,School,BROOKLYN,NY,90 %,90 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
155511,155511,170047315,616,616,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60 %,60 %,Internal Connections,Ups/Battery Backup,0
114561,114561,170062031,22506,22506,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
135089,135089,170075688,5490,5490,E-Rate Central,whimsworth@e-ratecentral.com,School,ROCHESTER,NY,90 %,90 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
193561,193561,170070390,2460,2460,E-Rate Central,whimsworth@e-ratecentral.com,School District,WEST BABYLON,NY,50 %,50 %,Basic Maintenance Of Internal Connections,Wireless Controller,0
149258,149258,170047716,6327,4732,"E2e Exchange, Llc",sdp@erateexchange.com,School District,MOUNT VERNON,NY,30 %,30 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,1595
120393,120393,170076231,7958,6968,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90 %,90 %,Internet Access And/Or Telecommunications,Other,990
103877,103877,170069392,5037,0,,,Consortium,SYRACUSE,NY,60 %,60 %,Internal Connections,"Antennas, Connectors, And Related Components",5037
107451,107451,170074284,78,78,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,ALBANY,NY,13 %,13 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
144320,144320,170079508,729,729,,,School,BRONX,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Switches,0
147769,147769,170061160,53274,53274,Teletech Associates Inc,john@teletechassociates.com,School,JAMAICA,NY,80 %,80 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
196531,196531,170069725,10560,10560,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,New York,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
181999,181999,170071427,1331,1331,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,SUITE 401,NY,60 %,60 %,Internet Access And/Or Telecommunications,Cellular Voice,0
98768,98768,170049337,590102,28676,,,Consortium,West Seneca,NY,85 %,85 %,Internal Connections,Wireless Controller,561426
148896,148896,170081578,7500,7500,E-Rate Advantage,rjs@erateadvantage.com,School,BROOKLYN,NY,50 %,50 %,Internal Connections,Ups/Battery Backup,0
101442,101442,170049337,614,613,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Lit Fiber Service,1
188933,188933,170075098,13942,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",13942
109734,109734,160013391,77008,77008,,,Consortium,West Seneca,NY,74 %,74 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
100662,100662,170049337,193,193,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Dark Fiber,0
182345,182345,160034150,131760,131760,,,School District,NEW YORK,NY,90 %,90 %,Internet Access And/Or Telecommunications,Cellular Voice,0
184374,184374,170075241,3990,0,E-Rate Central,whimsworth@e-ratecentral.com,School District,OYSTER BAY,NY,50 %,50 %,Internal Connections,Cabling,3990
124324,124324,170047567,2574,2574,"E2e Exchange, Llc",sdp@erateexchange.com,School,HOOSICK,NY,25 %,25 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
92379,92379,170049337,905,905,,,Consortium,West Seneca,NY,74 %,74 %,Internal Connections,Switches,0
158462,158462,170054164,16076,0,E-Rate Central,whimsworth@e-ratecentral.com,School District,MIDDLEBURGH,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,16076
161832,161832,170047868,15322,13062,"E2e Exchange, Llc",sdp@erateexchange.com,School District,SCARSDALE,NY,20 %,20 %,Internal Connections,Firewall Service And Components,2260
136425,136425,170070026,359,359,Mondavi Design,dclark@mondavi-design.com,School,HICKSVILLE,NY,40 %,40 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
96390,96390,170049337,39354,0,,,Consortium,West Seneca,NY,80 %,80 %,Internet Access And/Or Telecommunications,Dark Fiber,39354
173916,173916,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,580
121564,121564,170076231,2160,2160,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90 %,90 %,Internet Access And/Or Telecommunications,Dark Fiber,0
151003,151003,170047337,44552,44552,"E2e Exchange, Llc",sdp@erateexchange.com,School District,CHAPPAQUA,NY,40 %,40 %,Basic Maintenance Of Internal Connections,Router,0
157088,157088,170057111,6624,6624,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,OLEAN,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
93885,93885,170049337,49219,49178,,,Consortium,West Seneca,NY,60 %,60 %,Internet Access And/Or Telecommunications,Lit Fiber Service,41
193004,193004,170076465,68372,68372,E-Rate Central,whimsworth@e-ratecentral.com,School District,PLAINVIEW,NY,40 %,40 %,Internal Connections,Wap,0
188487,188487,170075098,266112,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internal Connections,Ups/Battery Backup,266112
151609,151609,170069271,339,0,,,School,BROOKLYN,NY,30 %,0 %,Internal Connections,Cabling,339
152265,152265,170074456,31950,0,Gold Consulting Team,info@goldconsultingteam.com,School,MONSEY,NY,90 %,90 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",31950
175780,175780,170075436,22773,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,22773
130756,130756,170066967,1080,1080,,,School,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
173576,173576,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,580
177759,177759,170075436,13005,480,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,12525
165711,165711,170071455,1775,1775,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,BRONX,NY,80 %,80 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
109794,109794,160013391,77008,77008,,,Consortium,West Seneca,NY,74 %,74 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
150447,150447,170082616,2337,2337,,,School,SPRING VALLEY,NY,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
134420,134420,170063833,41331,19673,Teletech Associates Inc,john@teletechassociates.com,School,QUEENS,NY,50 %,40 %,Internal Connections,Cabling,21658
152983,152983,170078569,1883,313,"E2e Exchange, Llc",sdp@erateexchange.com,School District,DOLGEVILLE,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,1570
149439,149439,170047716,82165,71280,"E2e Exchange, Llc",sdp@erateexchange.com,School District,MOUNT VERNON,NY,90 %,90 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",10885
129129,129129,170056773,38653,25775,Educate Llc,rrajasingham@educatellc.com,School,NEW YORK,NY,85 %,85 %,Internal Connections,Wap,12878
121806,121806,170076231,2160,2160,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,ELMIRA,NY,90 %,90 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
98198,98198,170049337,97167,0,,,Consortium,West Seneca,NY,85 %,85 %,Internet Access And/Or Telecommunications,Lit Fiber Service,97167
149416,149416,170047716,82165,71280,"E2e Exchange, Llc",sdp@erateexchange.com,School District,MOUNT VERNON,NY,90 %,90 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,10885
144556,144556,160031075,31407,0,,,School,RICHMOND HILLS,NY,85 %,85 %,Internal Connections,Cabling,31407
184074,184074,170057144,6804,6804,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
182442,182442,170071812,293,293,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,TANNERSVILLE,NY,20 %,20 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
108750,108750,170073443,7729,7729,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,CANTON,NY,17 %,17 %,Internet Access And/Or Telecommunications,Cellular Voice,0
100880,100880,170049337,552,552,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
171206,171206,170075436,4962,4962,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,0
135728,135728,170071933,60,60,Educate Llc,rrajasingham@educatellc.com,School,BRONX,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
146547,146547,170080501,18360,18360,E-Rate Advantage,rjs@erateadvantage.com,School,NEW YORK,NY,90 %,90 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
144707,144707,170058079,575,575,Educate Llc,rrajasingham@educatellc.com,School,NEW YORK,NY,30 %,30 %,Basic Maintenance Of Internal Connections,Racks,0
136742,136742,170070982,3600,3600,Garber Consulting Group Llc,melissa@garbercg.com,School,SCOTIA,NY,50 %,50 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
111376,111376,170065667,40,40,,,School District,MCGRAW,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
155978,155978,170047315,48535,48535,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BREWSTER,NY,60 %,60 %,Internal Connections,Wap,0
106728,106728,170069392,38550,36977,,,School District,BALDWINSVILLE,NY,50 %,50 %,Internal Connections,"Antennas, Connectors, And Related Components",1573
183629,183629,170057124,19440,19440,E Rate Solutions Group Inc,kweiss@erategroup.com,School District,PATCHOGUE,NY,30 %,30 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
190876,190876,170078999,792,792,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,School District,CASTLETON,NY,20 %,20 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
136164,136164,170064698,1872,1872,E-Rate Advantage,rjs@erateadvantage.com,School,BROOKLYN,NY,20 %,20 %,Internal Connections,Wireless Controller,0
112543,112543,170051859,648,648,,,School,BROOKLYN,NY,90 %,90 %,Managed Internal Broadband Services,Existing Equipment,0
181247,181247,170067275,1283,0,"E2e Exchange, Llc",sdp@erateexchange.com,School District,Norwich,NY,85 %,85 %,Managed Internal Broadband Services,Leased Equipment,1283
146170,146170,170082651,1933,1657,,,School,SPRING VALLEY,NY,85 %,85 %,Basic Maintenance Of Internal Connections,Switches,276
126756,126756,170064053,15987,14211,Teletech Associates Inc,john@teletechassociates.com,Library,HIGHLAND,NY,60 %,60 %,Basic Maintenance Of Internal Connections,Racks,1776
122708,122708,170076241,80051,80051,Gv/Wfl Educational Technology Service,mraes@edutech.org,Consortium,NEWARK,NY,70 %,70 %,Internal Connections,Ups/Battery Backup,0
137420,137420,170073226,9380,9380,"Erateprogram, Llc",rsenturia@erateprogram.com,School,STATEN ISLAND,NY,40 %,40 %,Internal Connections,Router,0
193709,193709,170060934,285374,0,Educational Funding Group,skaplan@naa.com,School District,BUFFALO,NY,90 %,90 %,Internal Connections,Switches,285374
187819,187819,170075098,266112,0,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internal Connections,Ups/Battery Backup,266112
97520,97520,170049337,102498,36596,,,Consortium,West Seneca,NY,85 %,85 %,Internal Connections,Ups/Battery Backup,65902
107730,107730,170074284,20826,20826,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,ALBANY,NY,13 %,13 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
165328,165328,170066720,20614,3610,Esc Region 12 E-Rate Consulting,gharwood@esc12.net,School District,SYRACUSE,NY,30 %,30 %,Internal Connections,Wap,17004
108528,108528,160031723,9405,9405,,,School,SCHENECTADY,NY,90 %,90 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
183092,183092,170047543,13777,13777,"E2e Exchange, Llc",sdp@erateexchange.com,School District,HASTINGS HDSN,NY,30 %,30 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
134284,134284,170070139,10710,0,,,School,BRONX,NY,85 %,85 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,10710
136256,136256,170070805,4760,4760,,,School,Chestnut Ridge,NY,85 %,85 %,Internal Connections,Cabling,0
107614,107614,170074284,218,218,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,ALBANY,NY,13 %,13 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
153408,153408,170082757,0,0,,,School,BROOKLYN,NY,0 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
171795,171795,170075436,3079,1958,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Cabling,1121
91017,91017,170048238,1500,1500,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,BINGHAMTON,NY,60 %,60 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
91046,91046,170048238,1500,1500,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,BINGHAMTON,NY,60 %,60 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
157284,157284,160030591,3429,3429,,,School District,New York,NY,90 %,90 %,Internal Connections,Cabling,0
116711,116711,170082141,327,273,E-Rate Partners Llc,jessica.nilsen@eratepartners.com,Consortium,Milford,NY,20 %,20 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,54
100347,100347,170049337,2258,2052,,,Consortium,West Seneca,NY,15 %,15 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",206
128757,128757,170061670,6874,6874,E-Rate Consulting Llc,richard@erateconsulting.org,School,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,0
178147,178147,170075436,17085,1989,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,15096
152585,152585,170049145,671,671,,,School District,HUNTINGTON STATION,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
194446,194446,170065188,31350,31350,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internet Access And/Or Telecommunications,Cellular Voice,0
112433,112433,170047700,1907,1907,"E2e Exchange, Llc",sdp@erateexchange.com,School,FLUSHING,NY,50 %,50 %,Basic Maintenance Of Internal Connections,Wap,0
99941,99941,170049337,558,0,,,Consortium,West Seneca,NY,50 %,50 %,Internet Access And/Or Telecommunications,Dark Fiber,558
153155,153155,170047626,13109,13109,"E2e Exchange, Llc",sdp@erateexchange.com,School District,SOUTH SALEM,NY,40 %,40 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
194983,194983,170065188,440640,440640,Funds For Learning,jharrington@fundsforlearning.com,School District,NEW YORK,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
116514,116514,170055888,12420,12420,E-Rate Central,whimsworth@e-ratecentral.com,Consortium,GARDEN CITY,NY,40 %,40 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
140686,140686,160023799,1046,0,,,School,BROOKLYN,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,1046
113532,113532,170062031,17486,17486,Funds For Learning,jharrington@fundsforlearning.com,Consortium,NEW YORK,NY,30 %,30 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,0
184972,184972,170071371,420,419,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,NEW YORK,NY,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",1
176285,176285,170075436,17864,11310,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Switches,6554
144886,144886,160037942,847,847,,,School,BRONX,NY,30 %,30 %,Internal Connections,Wap,0
134563,134563,170081406,960,960,,,School,BRONX,NY,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
185928,185928,170077781,26476,26476,E-Rate Central,whimsworth@e-ratecentral.com,School District,MALVERNE,NY,60 %,60 %,Internal Connections,Cabling,0
193324,193324,170059775,75827,75827,E-Rate Central,whimsworth@e-ratecentral.com,School District,SCHOHARIE,NY,70 %,70 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
95200,95200,170049337,35553,35553,,,Consortium,West Seneca,NY,70 %,70 %,Internet Access And/Or Telecommunications,Dark Fiber,0
139947,139947,170068942,3240,0,,,School,BROOKLYN,NY,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",3240
175340,175340,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Wireless Controller,580
93246,93246,170049337,56765,56765,,,Consortium,West Seneca,NY,60 %,60 %,Internet Access And/Or Telecommunications,Dark Fiber,0
174881,174881,170075436,580,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Wireless Controller,580
178528,178528,170075436,21507,0,E-Rate Online Llc,msagnella@erateportal.com,School District,BROOKLYN,NY,85 %,85 %,Internal Connections,Wireless Controller,21507
162528,162528,170047386,812,0,"E2e Exchange, Llc",sdp@erateexchange.com,School District,AUBURN,NY,60 %,60 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,812
152678,152678,170076659,29085,29085,,,School,BROOKLYN,NY,90 %,90 %,Basic Maintenance Of Internal Connections,Switches,0
181510,181510,170058077,3447,5170,Educate Llc,rrajasingham@educatellc.com,School District,Bronx,NY,20 %,30 %,Basic Maintenance Of Internal Connections,Wap,-1723
